0 0 -.14101911E+03
0 1 -.14101948E+03
0 2 -.14102829E+03
0 3 -.14105078E+03
0 4 -.14108600E+03
0 5 -.14112382E+03
0 6 -.14115470E+03
0 7 -.14119094E+03
0 8 -.14122905E+03
0 9 -.14126727E+03
0 10 -.14128825E+03
0 11 -.14128904E+03
0 12 -.14127538E+03
0 13 -.14124166E+03
0 14 -.14117987E+03
0 15 -.14107171E+03
1 0 -.14101932E+03
1 1 -.14102047E+03
1 2 -.14103067E+03
1 3 -.14105263E+03
1 4 -.14108597E+03
1 5 -.14112296E+03
1 6 -.14115553E+03
1 7 -.14119252E+03
1 8 -.14122901E+03
1 9 -.14126482E+03
1 10 -.14128525E+03
1 11 -.14128695E+03
1 12 -.14127311E+03
1 13 -.14123716E+03
1 14 -.14117291E+03
1 15 -.14106455E+03
2 0 -.14102776E+03
2 1 -.14103031E+03
2 2 -.14104186E+03
2 3 -.14106334E+03
2 4 -.14109382E+03
2 5 -.14112923E+03
2 6 -.14116277E+03
2 7 -.14119901E+03
2 8 -.14123411E+03
2 9 -.14126540E+03
2 10 -.14128383E+03
2 11 -.14128568E+03
2 12 -.14126895E+03
2 13 -.14122867E+03
2 14 -.14115933E+03
2 15 -.14104862E+03
3 0 -.14104974E+03
3 1 -.14105171E+03
3 2 -.14106268E+03
3 3 -.14108329E+03
3 4 -.14111254E+03
3 5 -.14114629E+03
3 6 -.14117744E+03
3 7 -.14121166E+03
3 8 -.14124336E+03
3 9 -.14127164E+03
3 10 -.14128631E+03
3 11 -.14128367E+03
3 12 -.14126251E+03
3 13 -.14121680E+03
3 14 -.14114208E+03
3 15 -.14102458E+03
4 0 -.14108428E+03
4 1 -.14108429E+03
4 2 -.14109223E+03
4 3 -.14111153E+03
4 4 -.14114171E+03
4 5 -.14117408E+03
4 6 -.14119972E+03
4 7 -.14122871E+03
4 8 -.14125715E+03
4 9 -.14128364E+03
4 10 -.14129275E+03
4 11 -.14128112E+03
4 12 -.14125266E+03
4 13 -.14120149E+03
4 14 -.14112048E+03
4 15 -.14099203E+03
5 0 -.14112125E+03
5 1 -.14112036E+03
5 2 -.14112660E+03
5 3 -.14114428E+03
5 4 -.14117320E+03
5 5 -.14120275E+03
5 6 -.14122351E+03
5 7 -.14124750E+03
5 8 -.14127102E+03
5 9 -.14129255E+03
5 10 -.14129476E+03
5 11 -.14127420E+03
5 12 -.14123695E+03
5 13 -.14117664E+03
5 14 -.14108574E+03
5 15 -.14094464E+03
6 0 -.14115108E+03
6 1 -.14115178E+03
6 2 -.14115889E+03
6 3 -.14117428E+03
6 4 -.14119798E+03
6 5 -.14122286E+03
6 6 -.14124181E+03
6 7 -.14126217E+03
6 8 -.14127802E+03
6 9 -.14128974E+03
6 10 -.14128367E+03
6 11 -.14125611E+03
6 12 -.14120893E+03
6 13 -.14113476E+03
6 14 -.14102818E+03
6 15 -.14087452E+03
7 0 -.14118603E+03
7 1 -.14118741E+03
7 2 -.14119371E+03
7 3 -.14120719E+03
7 4 -.14122592E+03
7 5 -.14124597E+03
7 6 -.14126128E+03
7 7 -.14127454E+03
7 8 -.14128393E+03
7 9 -.14128442E+03
7 10 -.14126834E+03
7 11 -.14123148E+03
7 12 -.14117056E+03
7 13 -.14108217E+03
7 14 -.14095810E+03
7 15 -.14078789E+03
8 0 -.14122254E+03
8 1 -.14122223E+03
8 2 -.14122701E+03
8 3 -.14123706E+03
8 4 -.14125259E+03
8 5 -.14126772E+03
8 6 -.14127522E+03
8 7 -.14128189E+03
8 8 -.14128072E+03
8 9 -.14127254E+03
8 10 -.14124449E+03
8 11 -.14119250E+03
8 12 -.14111764E+03
8 13 -.14101158E+03
8 14 -.14086990E+03
8 15 -.14067759E+03
9 0 -.14125889E+03
9 1 -.14125613E+03
9 2 -.14125629E+03
9 3 -.14126326E+03
9 4 -.14127698E+03
9 5 -.14128705E+03
9 6 -.14128455E+03
9 7 -.14127983E+03
9 8 -.14126991E+03
9 9 -.14125252E+03
9 10 -.14121042E+03
9 11 -.14113986E+03
9 12 -.14104632E+03
9 13 -.14092320E+03
9 14 -.14076179E+03
9 15 -.14054321E+03
10 0 -.14127770E+03
10 1 -.14127439E+03
10 2 -.14127258E+03
10 3 -.14127590E+03
10 4 -.14128418E+03
10 5 -.14128749E+03
10 6 -.14127682E+03
10 7 -.14126215E+03
10 8 -.14124038E+03
10 9 -.14120896E+03
10 10 -.14115123E+03
10 11 -.14106300E+03
10 12 -.14094933E+03
10 13 -.14080354E+03
10 14 -.14061682E+03
10 15 -.14037020E+03
11 0 -.14127601E+03
11 1 -.14127365E+03
11 2 -.14127213E+03
11 3 -.14127116E+03
11 4 -.14127074E+03
11 5 -.14126546E+03
11 6 -.14124815E+03
11 7 -.14122451E+03
11 8 -.14118782E+03
11 9 -.14113799E+03
11 10 -.14106269E+03
11 11 -.14095731E+03
11 12 -.14082200E+03
11 13 -.14064799E+03
11 14 -.14043040E+03
11 15 -.14015346E+03
12 0 -.14125961E+03
12 1 -.14125713E+03
12 2 -.14125286E+03
12 3 -.14124763E+03
12 4 -.14124010E+03
12 5 -.14122631E+03
12 6 -.14119945E+03
12 7 -.14116237E+03
12 8 -.14111205E+03
12 9 -.14104372E+03
12 10 -.14094847E+03
12 11 -.14082155E+03
12 12 -.14065951E+03
12 13 -.14045707E+03
12 14 -.14020603E+03
12 15 -.13989345E+03
13 0 -.14122287E+03
13 1 -.14121820E+03
13 2 -.14120964E+03
13 3 -.14119907E+03
13 4 -.14118614E+03
13 5 -.14116331E+03
13 6 -.14112272E+03
13 7 -.14107155E+03
13 8 -.14100374E+03
13 9 -.14091856E+03
13 10 -.14080087E+03
13 11 -.14064593E+03
13 12 -.14045561E+03
13 13 -.14022111E+03
13 14 -.13993489E+03
13 15 -.13957992E+03
14 0 -.14115796E+03
14 1 -.14115087E+03
14 2 -.14113728E+03
14 3 -.14112141E+03
14 4 -.14110228E+03
14 5 -.14106975E+03
14 6 -.14101377E+03
14 7 -.14094542E+03
14 8 -.14086026E+03
14 9 -.14075563E+03
14 10 -.14061297E+03
14 11 -.14042754E+03
14 12 -.14020407E+03
14 13 -.13993455E+03
14 14 -.13960897E+03
14 15 -.13920613E+03
15 0 -.14104631E+03
15 1 -.14103908E+03
15 2 -.14102340E+03
15 3 -.14100100E+03
15 4 -.14097130E+03
15 5 -.14092666E+03
15 6 -.14085867E+03
15 7 -.14077438E+03
15 8 -.14066767E+03
15 9 -.14053729E+03
15 10 -.14036715E+03
15 11 -.14015193E+03
15 12 -.13989325E+03
15 13 -.13958156E+03
15 14 -.13920823E+03
15 15 -.13875449E+03

